gene_id	gene_name	gene_type	strand	TPM.H1	FPKM.H1	SPIN.H1	TPM.HFF	FPKM.HFF	SPIN.HFF	ABC_h3k4me3.H1	ABC_h3k4me3.HFF	ABC_pol2.H1	ABC_pol2.HFF
ENSG00000126001.15	CEP250	protein_coding	+	18.09	15.83	Speckle	9.14	7.35	Speckle	1548.75	436.439	1326.06	113.162
ENSG00000126003.6	PLAGL2	protein_coding	-	13.63	11.93	Interior_Act2	2.97	2.39	Speckle	26.5689	52.4342	17.1767	5.80602
ENSG00000126005.16	MMP24OS	protein_coding	-	10.22	8.95	Speckle	74.69	60.11	Speckle	260.219	117.679	289.391	45.4773
ENSG00000126010.5	GRPR	protein_coding	+	10	8.75	Interior_Act1	0	0	Interior_Repr2	3.11367	22.4351	5.0735	25.8955
ENSG00000126012.11	KDM5C	protein_coding	-	44.11	38.6	Speckle	27.93	22.48	Speckle	155.251	152.193	50.5318	28.0666
ENSG00000126016.15	AMOT	protein_coding	-	3.79	3.32	Interior_Repr2	0.01	0.01	Interior_Repr2	0	0	0	0
ENSG00000126062.3	TMEM115	protein_coding	-	13.63	11.93	Speckle	51.4	41.36	Speckle	183.171	92.6753	22.9318	27.2648
ENSG00000126067.11	PSMB2	protein_coding	-	49.07	42.94	Speckle	41.52	33.41	Interior_Act1	87.8821	137.371	17.2861	11.7334
ENSG00000126070.19	AGO3	protein_coding	+	14.2	12.42	Speckle	4.27	3.44	Interior_Act1	158.984	64.8513	170.439	24.9847
ENSG00000126088.13	UROD	protein_coding	+	46.48	40.67	Interior_Act2	98.57	79.33	Interior_Repr1	543.184	1008.12	257.239	353.282
ENSG00000126091.20	ST3GAL3	protein_coding	+	3.77	3.3	Speckle	10.15	8.17	Speckle	317.883	210.339	187.278	108.038
ENSG00000126106.13	TMEM53	protein_coding	-	3.62	3.17	Speckle	3.53	2.84	Interior_Act1	82.9287	103.649	64.7375	40.5032
ENSG00000126107.14	HECTD3	protein_coding	-	17.67	15.46	Interior_Act2	31.86	25.64	Interior_Repr1	320.7	642.429	160.928	236.349
ENSG00000126214.21	KLC1	protein_coding	+	72.05	63.05	Speckle	129.58	104.28	Speckle	883.122	1612.84	430.483	967.617
ENSG00000126215.13	XRCC3	protein_coding	-	22.46	19.66	Interior_Act2	1.52	1.22	Speckle	106.405	22.8405	26.7077	21.927
ENSG00000126216.14	TUBGCP3	protein_coding	-	17.02	14.89	Interior_Act1	9.75	7.85	Near_Lm1	33.8917	113.01	12.5871	42.5025
ENSG00000126217.20	MCF2L	protein_coding	+	13.12	11.48	Interior_Act1	0	0	Interior_Act2	117.248	13.6621	77.9214	7.48211
ENSG00000126218.11	F10	protein_coding	+	1.07	0.94	Interior_Act1	17.12	13.78	Speckle	4.7758	10.523	8.97374	6.08446
ENSG00000126226.21	PCID2	protein_coding	-	39.11	34.22	Interior_Act1	28.95	23.3	Speckle	262.308	967.573	63.4356	1886.88
ENSG00000126231.13	PROZ	protein_coding	+	0.03	0.03	Interior_Act1	0	0	Speckle	80.7063	0	27.8013	0
ENSG00000126233.1	SLURP1	protein_coding	-	0	0	Interior_Act2	0	0	Interior_Repr1	0.0175325	20.5659	0.939867	32.7833
ENSG00000126243.8	LRFN3	protein_coding	+	9.03	7.9	Speckle	4.87	3.92	Speckle	167.739	0	31.2102	0
ENSG00000126246.9	IGFLR1	protein_coding	-	4.51	3.95	Speckle	1.1	0.89	Speckle	494.405	34.631	97.2686	7.87294
ENSG00000126247.10	CAPNS1	protein_coding	+	204.99	179.38	Interior_Act2	958.81	771.64	Speckle	134.083	41.9555	27.0354	2.38559
ENSG00000126249.7	PDCD2L	protein_coding	+	27.64	24.19	Interior_Act2	4.27	3.44	Speckle	50.9301	16.5259	33.2946	6.99481
ENSG00000126251.6	GPR42	protein_coding	+	0	0	Interior_Act2	0	0	Interior_Act2	0	0	0	0
ENSG00000126254.11	RBM42	protein_coding	+	43.36	37.94	Speckle	53.7	43.22	Speckle	0	0	0	0
ENSG00000126259.19	KIRREL2	protein_coding	+	2.48	2.17	Speckle	0	0	Speckle	243.069	0	55.3815	0
ENSG00000126261.12	UBA2	protein_coding	+	97.38	85.21	Interior_Act2	31.01	24.96	Interior_Act2	49.312	0	41.1233	0
ENSG00000126262.4	FFAR2	protein_coding	+	0.02	0.02	Interior_Act2	0	0	Interior_Act2	0	0	0	0
ENSG00000126264.9	HCST	protein_coding	+	0.09	0.08	Speckle	0.4	0.32	Speckle	157.608	213.511	21.2298	40.4466
ENSG00000126266.3	FFAR1	protein_coding	+	0	0	Interior_Act2	0	0	Interior_Act2	65.124	26.9454	22.7956	23.0102
ENSG00000126267.9	COX6B1	protein_coding	+	234.45	205.16	Speckle	501.44	403.56	Speckle	201.777	53.9712	43.9863	15.6847
ENSG00000126337.13	KRT36	protein_coding	-	0	0	Interior_Act2	0	0	Speckle	52.6085	119.429	39.4559	154.551
ENSG00000126351.12	THRA	protein_coding	+	5.47	4.78	Speckle	20.75	16.7	Speckle	334.161	442.668	204.695	245.886
ENSG00000126353.3	CCR7	protein_coding	-	0.09	0.08	Speckle	0.05	0.04	Speckle	2.64423	51.9097	3.98642	27.6864
ENSG00000126368.5	NR1D1	protein_coding	-	2.49	2.17	Speckle	12.85	10.34	Speckle	84.6676	320.908	75.3871	270.315
ENSG00000126391.13	FRMD8	protein_coding	+	10.3	9.01	Speckle	10.13	8.15	Speckle	102.634	214.228	58.9871	107.731
ENSG00000126432.13	PRDX5	protein_coding	+	108.05	94.55	Speckle	325.56	262.01	Speckle	871.494	573.683	330.988	141.667
ENSG00000126453.9	BCL2L12	protein_coding	+	67.64	59.19	Speckle	8.99	7.24	Speckle	589.239	562.079	84.6411	124.991
ENSG00000126456.15	IRF3	protein_coding	-	61.03	53.4	Speckle	69.95	56.29	Speckle	598.952	551.392	86.6954	123.694
ENSG00000126457.21	PRMT1	protein_coding	+	300.95	263.36	Speckle	110.79	89.17	Speckle	994.459	317.398	638.904	272.377
ENSG00000126458.3	RRAS	protein_coding	-	9.49	8.3	Speckle	275.64	221.83	Speckle	712.137	616.657	419.733	214.268
ENSG00000126460.10	PRRG2	protein_coding	+	2.19	1.92	Speckle	0.38	0.31	Speckle	357.95	254.194	204.917	122.004
ENSG00000126461.14	SCAF1	protein_coding	+	43.85	38.37	Speckle	31.65	25.47	Speckle	744.84	519.402	399.797	187.381
ENSG00000126464.13	PRR12	protein_coding	+	31.9	27.92	Speckle	7.03	5.66	Speckle	1394.9	584.884	651.223	218.839
ENSG00000126467.10	TSKS	protein_coding	-	0.04	0.03	Speckle	0	0	Speckle	344.785	95.1339	447.53	13.9469
ENSG00000126500.3	FLRT1	protein_coding	+	0.15	0.13	Speckle	0.19	0.16	Speckle	0	0	0	0
ENSG00000126522.16	ASL	protein_coding	+	12.51	10.95	Interior_Act2	15.56	12.52	Interior_Act1	80.0888	0	38.3633	0
ENSG00000126524.9	SBDS	protein_coding	-	14.77	12.92	Interior_Act2	114.2	91.9	Interior_Act1	107.791	621.525	29.2502	224.88
ENSG00000126545.13	CSN1S1	protein_coding	+	0	0	Lamina	0	0	Lamina	0	0	0	0
ENSG00000126549.9	STATH	protein_coding	+	0	0	Lamina	0	0	Lamina	0	0	0	0
ENSG00000126550.8	HTN1	protein_coding	+	0	0	Lamina	0	0	Lamina	0	0	0	0
ENSG00000126561.16	STAT5A	protein_coding	+	2.9	2.54	Speckle	0.61	0.49	Speckle	72.3459	107.398	33.2809	28.3163
ENSG00000126562.16	WNK4	protein_coding	+	0.91	0.79	Speckle	7.57	6.1	Speckle	43.7557	243.645	15.5643	32.5857
ENSG00000126581.12	BECN1	protein_coding	-	34.48	30.17	Speckle	28.34	22.81	Speckle	869.019	356.03	205.58	112.097
ENSG00000126583.10	PRKCG	protein_coding	+	5.71	5	Speckle	0.06	0.04	Interior_Act2	459.7	30.9978	284.474	5.72488
ENSG00000126602.10	TRAP1	protein_coding	-	115.68	101.23	Speckle	38.46	30.95	Speckle	50.4868	158.417	19.5835	50.039
ENSG00000126603.8	GLIS2	protein_coding	+	9.34	8.18	Speckle	31.36	25.24	Speckle	440.404	927.946	118.208	278.282
ENSG00000126653.17	NSRP1	protein_coding	+	12.02	10.52	Interior_Act2	21.47	17.28	Interior_Act1	71.1944	187.358	12.7185	32.9849
ENSG00000126698.10	DNAJC8	protein_coding	-	71.74	62.77	Speckle	69.7	56.1	Speckle	404.887	208.982	136.167	49.3978
ENSG00000126705.14	AHDC1	protein_coding	-	18.85	16.49	Speckle	11.05	8.9	Speckle	1976.9	1303.18	623.747	466.727
ENSG00000126709.14	IFI6	protein_coding	-	3.27	2.86	Speckle	35.42	28.5	Speckle	88.2832	248.601	19.4799	84.7758
ENSG00000126733.20	DACH2	protein_coding	+	0.94	0.82	Lamina	0	0	Near_Lm2	0	0	0	0
ENSG00000126746.17	ZNF384	protein_coding	-	32.02	28.02	Speckle	36.6	29.45	Speckle	144.232	186.882	204.449	428.635
ENSG00000126749.15	EMG1	protein_coding	+	45.2	39.55	Speckle	19.7	15.86	Speckle	411.435	0	80.5048	0
ENSG00000126752.7	SSX1	protein_coding	+	0.04	0.04	Interior_Act2	0	0	Near_Lm1	0	0	0	0
ENSG00000126756.11	UXT	protein_coding	-	37.26	32.61	Interior_Act2	66.71	53.69	Interior_Act2	2.90234	37.5201	0.418546	11.4973
ENSG00000126759.13	CFP	protein_coding	-	1.2	1.05	Interior_Act2	1.31	1.05	Interior_Act2	49.6351	0	41.0963	0
ENSG00000126767.17	ELK1	protein_coding	-	22.64	19.81	Interior_Act2	20.62	16.59	Interior_Act2	5.09745	181.426	1.44149	21.2765
ENSG00000126768.12	TIMM17B	protein_coding	-	41.78	36.56	Speckle	44.36	35.7	Speckle	252.512	83.9392	131.072	20.1405
ENSG00000126773.12	PCNX4	protein_coding	+	19.06	16.68	Near_Lm2	28.31	22.78	Near_Lm2	74.7208	718.667	22.9692	437.232
ENSG00000126775.8	ATG14	protein_coding	-	5.82	5.09	Interior_Act1	7.65	6.16	Interior_Act2	8.73822	9.33934	21.1453	3.50886
ENSG00000126777.17	KTN1	protein_coding	+	81.01	70.89	Interior_Act1	44.25	35.61	Interior_Act2	186.526	70.23	73.0502	28.0595
ENSG00000126778.9	SIX1	protein_coding	-	0.37	0.32	Interior_Repr1	1.17	0.94	Interior_Act2	303.28	487.96	58.6834	138.661
ENSG00000126785.12	RHOJ	protein_coding	+	0.02	0.01	Interior_Repr1	7.42	5.97	Near_Lm2	0	23.6553	0	53.4889
ENSG00000126787.12	DLGAP5	protein_coding	-	83.05	72.67	Interior_Act1	2.69	2.16	Interior_Act2	149.55	180.591	44.5446	48.1237
ENSG00000126790.11	L3HYPDH	protein_coding	-	8.5	7.44	Near_Lm2	40.89	32.91	Interior_Act2	66.3889	95.5282	18.732	36.7844
ENSG00000126803.9	HSPA2	protein_coding	+	44.49	38.93	Interior_Act1	6.8	5.47	Interior_Act2	435.273	542.081	196.591	267.239
ENSG00000126804.13	ZBTB1	protein_coding	+	14.77	12.92	Interior_Act1	17.02	13.7	Interior_Act2	535.82	454.832	391.226	213.004
ENSG00000126814.6	TRMT5	protein_coding	-	13.02	11.39	Interior_Repr1	3.71	2.99	Interior_Act2	374.12	774.341	58.4439	274.901
ENSG00000126821.7	SGPP1	protein_coding	-	4.37	3.83	Interior_Repr1	4.52	3.64	Interior_Act2	19.4421	91.4401	14.9156	49.1782
ENSG00000126822.16	PLEKHG3	protein_coding	+	48.66	42.58	Interior_Act1	1.91	1.54	Interior_Act2	660.251	79.071	298.023	29.958
ENSG00000126838.9	PZP	protein_coding	-	0.04	0.04	Interior_Act2	0	0	Near_Lm1	0	0	0	0
ENSG00000126856.14	PRDM7	protein_coding	-	0.02	0.02	Interior_Act2	0	0	Interior_Act2	0	0	0	0
ENSG00000126858.17	RHOT1	protein_coding	+	18.34	16.05	Speckle	21.3	17.14	Speckle	141.264	47.2046	18.7165	11.6287
ENSG00000126860.11	EVI2A	protein_coding	-	0	0	Interior_Act2	0.22	0.18	Speckle	0	23.4993	0	35.3152
ENSG00000126861.4	OMG	protein_coding	-	0	0	Interior_Act2	0.27	0.22	Speckle	0	0	0	0
ENSG00000126870.15	WDR60	protein_coding	+	7.04	6.16	Interior_Act2	7.42	5.97	Interior_Repr1	35.493	15.7436	10.999	5.86719
ENSG00000126878.12	AIF1L	protein_coding	+	79.83	69.86	Speckle	0	0	Speckle	72.2795	0	79.9294	0
ENSG00000126882.12	FAM78A	protein_coding	-	1.68	1.47	Speckle	1.16	0.93	Speckle	4.58973	37.3966	2.3499	42.8381
ENSG00000126883.16	NUP214	protein_coding	+	26.97	23.6	Speckle	21.84	17.58	Speckle	88.4747	50.1189	154.024	18.6075
ENSG00000126890.13	CTAG2	protein_coding	-	0.07	0.06	Interior_Act2	0	0	Interior_Act2	0	0	0	0
ENSG00000126895.14	AVPR2	protein_coding	+	0	0	Speckle	0	0	Speckle	17.7232	41.6739	11.5624	13.9152
ENSG00000126903.15	SLC10A3	protein_coding	-	3.65	3.19	Interior_Act2	31.51	25.36	Speckle	15.93	200.693	5.59845	52.4323
ENSG00000126934.13	MAP2K2	protein_coding	-	87.03	76.16	Speckle	149.98	120.7	Speckle	0	25.6283	0	7.33408
ENSG00000126945.8	HNRNPH2	protein_coding	+	35.83	31.35	Interior_Repr2	14.52	11.69	Interior_Repr1	60.0861	60.1331	74.6546	22.3637
ENSG00000126947.12	ARMCX1	protein_coding	+	15.6	13.66	Interior_Repr2	10.54	8.48	Interior_Repr1	44.7995	70.5393	21.8325	31.4095
ENSG00000126950.7	TMEM35A	protein_coding	+	2.94	2.57	Interior_Repr2	0	0	Interior_Act1	0	0	0	0
ENSG00000126952.16	NXF5	protein_coding	-	0.09	0.08	Interior_Repr1	0	0	Interior_Repr2	0	0	0	0
ENSG00000126953.6	TIMM8A	protein_coding	-	20.47	17.91	Interior_Repr2	4.08	3.28	Interior_Act1	52.967	0	65.3527	0
ENSG00000126970.15	ZC4H2	protein_coding	-	13.9	12.16	Near_Lm1	4.38	3.53	Interior_Repr2	3.15429	18.4793	21.4642	11.0016
ENSG00000127022.14	CANX	protein_coding	+	370.88	324.55	Speckle	97.07	78.12	Interior_Repr1	1251.64	276.022	831.369	97.9085
ENSG00000127054.20	INTS11	protein_coding	-	60.6	53.03	Speckle	70.91	57.07	Speckle	37.078	124.397	18.0108	15.3492
ENSG00000127074.14	RGS13	protein_coding	+	0	0	Lamina	0	0	Interior_Act3	0	0	0	0
ENSG00000127080.9	IPPK	protein_coding	-	5.62	4.92	Interior_Act1	6.64	5.34	Interior_Act1	0	123.733	0	20.7776
ENSG00000127081.13	ZNF484	protein_coding	-	6.19	5.42	Interior_Act1	1.54	1.24	Interior_Repr1	0	0	0	0
ENSG00000127083.7	OMD	protein_coding	-	0	0	Interior_Act1	0.62	0.5	Interior_Act1	0	0	0	0
ENSG00000127084.18	FGD3	protein_coding	+	1	0.87	Interior_Act1	0	0	Interior_Repr1	0	0	0	0
ENSG00000127124.15	HIVEP3	protein_coding	-	0.37	0.32	Interior_Act2	2.37	1.9	Interior_Act1	28.7999	519.639	7.13011	282.362
ENSG00000127125.8	PPCS	protein_coding	+	13.15	11.51	Interior_Act2	24.63	19.82	Interior_Repr1	68.913	17.9774	9.36623	6.62008
ENSG00000127129.9	EDN2	protein_coding	-	0.21	0.18	Interior_Act2	0	0	Interior_Act1	2.51332	10.3608	3.29171	3.39502
ENSG00000127152.17	BCL11B	protein_coding	-	3.17	2.78	Interior_Act1	0	0	Interior_Repr1	137.099	15.1051	51.5712	7.52173
ENSG00000127184.12	COX7C	protein_coding	+	568.86	497.8	Lamina	207.65	167.11	Lamina	202.268	4.31794	167.804	5.06448
ENSG00000127191.17	TRAF2	protein_coding	+	26.98	23.61	Speckle	5.45	4.39	Speckle	29.096	97.6117	25.0302	25.4846
ENSG00000127220.5	ABHD8	protein_coding	-	6.07	5.31	Speckle	9.22	7.42	Speckle	640.938	253.678	167.591	56.7087
ENSG00000127241.16	MASP1	protein_coding	-	1.47	1.29	Interior_Act3	55.06	44.31	Interior_Act3	78.3988	726.242	131.623	672.842
ENSG00000127249.14	ATP13A4	protein_coding	-	0	0	Interior_Act3	0	0	Interior_Repr2	0.0318093	46.1054	0.00567354	8.29668
ENSG00000127252.5	HRASLS	protein_coding	+	3.22	2.82	Interior_Act3	0	0	Interior_Repr2	0	0	0	0
ENSG00000127311.9	HELB	protein_coding	+	4.07	3.57	Interior_Act3	0.62	0.5	Interior_Repr2	145.599	143.707	92.9115	101.428
ENSG00000127314.17	RAP1B	protein_coding	+	59.91	52.43	Interior_Act3	82.57	66.45	Interior_Act1	22.8732	339.774	40.0894	189.245
ENSG00000127318.11	IL22	protein_coding	-	0	0	Interior_Act3	0	0	Interior_Act3	0	0	0	0
ENSG00000127324.8	TSPAN8	protein_coding	-	0	0	Interior_Act3	0	0	Lamina	0	0	0	0
ENSG00000127325.18	BEST3	protein_coding	-	0.09	0.08	Interior_Act3	0.16	0.13	Interior_Act3	0	0	0	0
ENSG00000127328.21	RAB3IP	protein_coding	+	18.6	16.27	Interior_Act3	1.9	1.53	Near_Lm2	17.5494	27.4923	3.34682	11.4341
ENSG00000127329.15	PTPRB	protein_coding	-	0.31	0.27	Interior_Act3	0.29	0.23	Interior_Act3	0	33.323	0	9.65563
ENSG00000127334.10	DYRK2	protein_coding	+	16.98	14.85	Interior_Act3	5.37	4.32	Interior_Act3	47.2865	231.505	18.6459	139.103
ENSG00000127337.6	YEATS4	protein_coding	+	17.44	15.26	Interior_Act1	5.03	4.05	Interior_Act1	174.8	18.2703	20.7895	7.5145
ENSG00000127362.2	TAS2R3	protein_coding	+	0.53	0.46	Interior_Act3	0	0	Interior_Repr2	0	0	0	0
ENSG00000127364.3	TAS2R4	protein_coding	+	0.68	0.59	Interior_Act3	0.75	0.6	Interior_Repr2	0	0	0	0
ENSG00000127366.5	TAS2R5	protein_coding	+	0.82	0.72	Interior_Act3	3.62	2.91	Interior_Repr2	0	41.6947	0	2.3499
ENSG00000127377.9	CRYGN	protein_coding	-	0.85	0.75	Speckle	0	0	Interior_Act1	4.36252	6.74641	8.33694	3.77224
ENSG00000127399.14	LRRC61	protein_coding	+	0.39	0.35	Interior_Act2	0	0	Interior_Repr1	0	0	0	0
ENSG00000127412.6	TRPV5	protein_coding	-	0.05	0.04	Interior_Act3	0	0	Interior_Repr2	0.0131057	0	1.32314	0
ENSG00000127415.12	IDUA	protein_coding	+	2.58	2.26	Interior_Act2	51.27	41.26	Speckle	4.66443	90.1433	0.378328	23.6123
ENSG00000127418.14	FGFRL1	protein_coding	+	10.13	8.86	Interior_Act2	12.06	9.7	Speckle	0	33.4644	0	5.1364
ENSG00000127419.16	TMEM175	protein_coding	+	2.64	2.31	Interior_Act2	67.26	54.13	Speckle	0	48.5905	0	28.0981
ENSG00000127423.10	AUNIP	protein_coding	-	12.48	10.92	Speckle	1.65	1.32	Speckle	122.409	0	62.6548	0
ENSG00000127445.13	PIN1	protein_coding	+	42.05	36.8	Interior_Act2	38.83	31.25	Speckle	41.0848	0	3.08239	0
ENSG00000127452.8	FBXL12	protein_coding	-	13.2	11.55	Interior_Act2	20.14	16.21	Speckle	564.484	260.906	60.5697	21.9042
ENSG00000127463.14	EMC1	protein_coding	-	27.38	23.96	Speckle	26.24	21.12	Speckle	211.252	878.994	45.3349	416.929
ENSG00000127472.10	PLA2G5	protein_coding	+	0	0	Interior_Act2	0	0	Interior_Repr1	0	0	0	0
ENSG00000127481.14	UBR4	protein_coding	-	81.59	71.4	Speckle	195.7	157.5	Speckle	133.98	129.033	23.8973	38.0204
ENSG00000127483.17	HP1BP3	protein_coding	-	67.04	58.66	Speckle	114.7	92.31	Speckle	39.18	197.148	49.0165	243.009
ENSG00000127507.17	ADGRE2	protein_coding	-	2.43	2.13	Interior_Act2	0	0	Near_Lm1	67.6436	21.9543	45.8243	2.2749
ENSG00000127511.9	SIN3B	protein_coding	+	38.15	33.38	Interior_Act2	37.48	30.16	Speckle	5.22655	17.2958	4.16546	3.69281
ENSG00000127515.2	OR7A10	protein_coding	-	0	0	Interior_Act2	0	0	Near_Lm1	0	0	0	0
ENSG00000127526.14	SLC35E1	protein_coding	-	13.96	12.22	Interior_Act2	27.85	22.41	Speckle	176.069	173.477	28.4591	25.546
ENSG00000127527.13	EPS15L1	protein_coding	-	19.64	17.19	Interior_Act2	17.61	14.17	Speckle	229.185	0	42.4836	0
ENSG00000127528.5	KLF2	protein_coding	+	0.1	0.09	Interior_Act2	25.04	20.16	Speckle	15.5611	173.731	2.48719	58.2168
ENSG00000127529.7	OR7C2	protein_coding	+	0	0	Interior_Act2	0	0	Near_Lm1	0	0	0	0
ENSG00000127530.3	OR7C1	protein_coding	-	0.01	0.01	Interior_Act2	0.01	0.01	Near_Lm1	0	0	0	0
ENSG00000127533.3	F2RL3	protein_coding	+	0	0	Interior_Act2	0	0	Speckle	13.7057	0	2.21173	0
ENSG00000127540.11	UQCR11	protein_coding	-	86.91	76.05	Speckle	138.06	111.11	Speckle	275.678	134.525	94.3915	15.0856
ENSG00000127554.12	GFER	protein_coding	+	20.34	17.8	Speckle	24.55	19.75	Speckle	14.8396	213.936	0.835163	71.9661
ENSG00000127561.14	SYNGR3	protein_coding	+	19.44	17.01	Speckle	0.25	0.21	Speckle	280.297	0	113.87	0
ENSG00000127564.16	PKMYT1	protein_coding	-	40.13	35.11	Speckle	5.27	4.24	Speckle	297.926	125.701	136.526	53.3376
ENSG00000127578.6	WFIKKN1	protein_coding	+	6.12	5.36	Speckle	0.05	0.04	Speckle	91.7266	0	63.8723	0
ENSG00000127580.16	WDR24	protein_coding	-	9.51	8.32	Speckle	7.22	5.81	Speckle	215.689	103.094	76.5051	17.7251
ENSG00000127585.11	FBXL16	protein_coding	-	6.71	5.88	Speckle	0	0	Speckle	6.92697	0	4.3518	0
ENSG00000127586.16	CHTF18	protein_coding	+	55.86	48.88	Speckle	6.35	5.11	Speckle	140.865	228.861	24.7667	66.932
ENSG00000127588.4	GNG13	protein_coding	-	0.05	0.05	Speckle	0	0	Speckle	77.3902	34.3391	66.2412	16.0081
ENSG00000127603.25	MACF1	protein_coding	+	153.29	134.14	Speckle	105.84	85.18	Interior_Act1	433.481	318.145	557.508	298.602
ENSG00000127616.18	SMARCA4	protein_coding	+	141.33	123.68	Speckle	40.78	32.82	Speckle	288.276	293.321	52.7373	56.241
ENSG00000127663.14	KDM4B	protein_coding	+	17.15	15.01	Speckle	14.2	11.43	Speckle	42.9625	128.008	41.5906	66.3374
ENSG00000127666.9	TICAM1	protein_coding	-	0.35	0.31	Speckle	9.19	7.39	Speckle	0	0	0	0
ENSG00000127720.7	METTL25	protein_coding	+	4.43	3.88	Lamina	3.73	3	Lamina	11.6738	59.8363	7.51005	10.7984
ENSG00000127743.5	IL17B	protein_coding	-	0	0	Interior_Act1	0	0	Interior_Act1	139.902	3038.74	38.6412	2623.86
ENSG00000127774.6	EMC6	protein_coding	+	43.77	38.3	Speckle	45.16	36.34	Speckle	306.926	296.56	44.2989	76.6564
ENSG00000127780.3	OR1E2	protein_coding	-	0	0	Interior_Act2	0	0	Near_Lm1	0	0	0	0
ENSG00000127804.12	METTL16	protein_coding	-	31.89	27.91	Speckle	9.84	7.92	Speckle	1398.3	358.077	642.404	103.697
ENSG00000127824.13	TUBA4A	protein_coding	-	36.16	31.64	Interior_Act2	33.44	26.92	Speckle	754.114	567.381	396.75	260.173
ENSG00000127831.10	VIL1	protein_coding	+	3.77	3.3	Interior_Act1	0	0	Speckle	0	5.6069	0	3.92329
ENSG00000127837.9	AAMP	protein_coding	-	67.17	58.78	Interior_Act1	42.58	34.27	Speckle	404.291	347.758	95.2239	131.539
ENSG00000127838.13	PNKD	protein_coding	+	23.58	20.64	Interior_Act1	33.96	27.33	Speckle	603.07	653.926	125.552	243.559
ENSG00000127863.15	TNFRSF19	protein_coding	+	0.27	0.24	Near_Lm1	0.41	0.33	Interior_Act2	45.0212	224.918	4.14615	89.9713
ENSG00000127870.16	RNF6	protein_coding	-	7.39	6.47	Interior_Act2	9.15	7.36	Near_Lm1	3.0137	147.859	1.00177	85.7284
ENSG00000127884.4	ECHS1	protein_coding	-	54.44	47.64	Interior_Act2	50.92	40.98	Interior_Repr1	0	0	0	0
ENSG00000127903.13	ZNF835	protein_coding	-	0.98	0.86	Near_Lm1	0	0	Near_Lm1	0	0	0	0
ENSG00000127914.16	AKAP9	protein_coding	+	14.14	12.37	Interior_Act3	14.23	11.46	Interior_Act1	133.483	249.441	55.7294	58.9621
ENSG00000127920.5	GNG11	protein_coding	+	0.7	0.61	Interior_Act3	22.32	17.96	Interior_Act3	0	634.414	0	164.047
ENSG00000127922.9	SEM1	protein_coding	-	40.43	35.38	Near_Lm2	175.08	140.9	Interior_Repr2	1.66511	97.7026	0.665025	14.0887
ENSG00000127928.12	GNGT1	protein_coding	+	0.14	0.12	Interior_Act3	0	0	Interior_Act3	0.13649	0	1.15406	0
ENSG00000127946.16	HIP1	protein_coding	-	58.09	50.83	Speckle	3.31	2.66	Speckle	486.974	283.441	62.4941	56.8605
ENSG00000127947.15	PTPN12	protein_coding	+	70.8	61.96	Interior_Act1	28.4	22.85	Interior_Act1	282.818	308.507	42.6247	109.955
ENSG00000127948.15	POR	protein_coding	+	77.09	67.46	Speckle	30.29	24.38	Speckle	1036.69	1101.79	610.664	453.345
ENSG00000127951.6	FGL2	protein_coding	-	0.01	0.01	Interior_Repr2	0	0	Interior_Act3	0	0	0	0
ENSG00000127952.16	STYXL1	protein_coding	-	17.32	15.15	Speckle	30.17	24.28	Speckle	77.1721	71.8213	49.9515	22.6165
ENSG00000127954.12	STEAP4	protein_coding	-	0.02	0.02	Lamina	0	0	Lamina	0	0	0	0
ENSG00000127955.16	GNAI1	protein_coding	+	15.85	13.87	Lamina	12.31	9.9	Interior_Act3	8.49009	20.0064	0.00903801	12.4633
ENSG00000127980.15	PEX1	protein_coding	-	12.83	11.23	Interior_Act3	9.39	7.55	Interior_Act1	167.235	203.694	32.6043	23.9184
ENSG00000127989.13	MTERF1	protein_coding	-	6.76	5.91	Interior_Act3	3.64	2.93	Interior_Act3	148.09	171.725	43.5996	44.5414
ENSG00000127990.17	SGCE	protein_coding	-	13.41	11.74	Interior_Act3	33.63	27.06	Near_Lm1	111.828	137.875	39.0015	23.1533
ENSG00000127993.15	RBM48	protein_coding	+	4.63	4.06	Interior_Act3	8.86	7.13	Interior_Act1	195.518	243.762	38.1715	25.4557
ENSG00000127995.16	CASD1	protein_coding	+	10.12	8.85	Interior_Act3	4.95	3.99	Near_Lm1	10.7713	91.1553	3.57509	19.4799
ENSG00000128000.15	ZNF780B	protein_coding	-	12.01	10.51	Interior_Act2	4.95	3.98	Interior_Act2	0	0	0	0
ENSG00000128011.4	LRFN1	protein_coding	-	3.57	3.12	Speckle	0.18	0.14	Speckle	0	0	0	0
ENSG00000128016.5	ZFP36	protein_coding	+	5.86	5.13	Speckle	52.43	42.19	Speckle	0	525.992	0	109.557
ENSG00000128039.10	SRD5A3	protein_coding	+	10.55	9.23	Interior_Act1	4.19	3.37	Interior_Repr1	194.808	220.923	68.2996	68.6979
ENSG00000128040.10	SPINK2	protein_coding	-	0.76	0.67	Interior_Act1	0	0	Interior_Repr1	89.1069	0	34.0768	0
ENSG00000128045.6	RASL11B	protein_coding	+	40.53	35.47	Interior_Repr1	0.11	0.09	Interior_Repr1	997.695	4.7758	430.887	2.11359
ENSG00000128050.8	PAICS	protein_coding	+	274.84	240.51	Interior_Act1	46.18	37.16	Interior_Repr2	935.079	845.095	384.423	165.239
ENSG00000128052.9	KDR	protein_coding	-	56.68	49.6	Interior_Act1	0	0	Near_Lm2	129.219	0	14.0828	0
