gene_id	gene_name	gene_type	strand	TPM.H1	FPKM.H1	SPIN.H1	TPM.HFF	FPKM.HFF	SPIN.HFF
ENSG00000130749.9	ZC3H4	protein_coding	-	49.41	43.24	Speckle	9.48	7.63	Speckle
ENSG00000130751.9	NPAS1	protein_coding	+	5.32	4.65	Speckle	9.57	7.7	Speckle
ENSG00000130755.12	GMFG	protein_coding	-	0	0	Speckle	0.28	0.23	Speckle
ENSG00000130758.7	MAP3K10	protein_coding	+	8.55	7.49	Interior_Act2	14.77	11.89	Speckle
ENSG00000130762.14	ARHGEF16	protein_coding	+	11.11	9.72	Interior_Act2	0	0	Interior_Repr1
ENSG00000130764.9	LRRC47	protein_coding	-	44.23	38.7	Interior_Act2	17.21	13.85	Interior_Repr1
ENSG00000130766.4	SESN2	protein_coding	+	13.5	11.82	Speckle	29.14	23.45	Speckle
ENSG00000130768.14	SMPDL3B	protein_coding	+	29.39	25.72	Speckle	0.23	0.19	Speckle
ENSG00000130770.17	ATP5IF1	protein_coding	+	106.1	92.84	Speckle	255.75	205.82	Speckle
ENSG00000130772.13	MED18	protein_coding	+	5.56	4.87	Speckle	6.47	5.21	Speckle
ENSG00000130775.15	THEMIS2	protein_coding	+	6.66	5.83	Speckle	0.89	0.72	Speckle
ENSG00000130779.20	CLIP1	protein_coding	-	14.8	12.95	Speckle	49.94	40.19	Speckle
ENSG00000130783.13	CCDC62	protein_coding	+	0.22	0.2	Speckle	0.34	0.28	Speckle
ENSG00000130787.13	HIP1R	protein_coding	+	7.81	6.83	Speckle	7.06	5.69	Speckle
ENSG00000130803.14	ZNF317	protein_coding	+	22.27	19.49	Interior_Act2	16.4	13.2	Near_Lm1
ENSG00000130810.19	PPAN	protein_coding	+	39.97	34.98	Speckle	21.06	16.95	Speckle
ENSG00000130811.11	EIF3G	protein_coding	-	152.44	133.39	Speckle	175.6	141.32	Speckle
ENSG00000130812.10	ANGPTL6	protein_coding	-	0	0	Speckle	0	0	Speckle
ENSG00000130813.17	C19orf66	protein_coding	+	13.61	11.91	Speckle	45.22	36.39	Speckle
ENSG00000130816.15	DNMT1	protein_coding	-	113.02	98.9	Speckle	25.98	20.91	Speckle
ENSG00000130818.11	ZNF426	protein_coding	-	14.99	13.12	Interior_Act2	3.25	2.61	Interior_Repr1
ENSG00000130821.15	SLC6A8	protein_coding	+	50.85	44.5	Interior_Act2	9.56	7.69	Speckle
ENSG00000130822.15	PNCK	protein_coding	-	3.34	2.92	Interior_Act2	0.07	0.05	Speckle
ENSG00000130826.17	DKC1	protein_coding	+	76.76	67.17	Interior_Act2	14.28	11.5	Interior_Repr1
ENSG00000130827.6	PLXNA3	protein_coding	+	9.77	8.55	Interior_Act2	119.38	96.07	Speckle
ENSG00000130829.17	DUSP9	protein_coding	+	0.59	0.52	Interior_Act2	0	0	Speckle
ENSG00000130830.14	MPP1	protein_coding	-	7.2	6.3	Interior_Act2	10.29	8.28	Interior_Repr1
ENSG00000130844.17	ZNF331	protein_coding	+	23.68	20.72	Speckle	7.83	6.3	Near_Lm1
ENSG00000130856.16	ZNF236	protein_coding	+	7.8	6.82	Interior_Repr1	4.44	3.58	Near_Lm1
ENSG00000130876.11	SLC7A10	protein_coding	-	1.98	1.73	Interior_Act2	0	0	Interior_Act2
ENSG00000130881.13	LRP3	protein_coding	+	18.1	15.84	Interior_Act2	3.15	2.53	Interior_Act2
ENSG00000130921.7	C12orf65	protein_coding	+	6.91	6.04	Speckle	9.55	7.69	Speckle
ENSG00000130935.9	NOL11	protein_coding	+	52.17	45.65	Interior_Act1	10.75	8.66	Interior_Act1
ENSG00000130939.18	UBE4B	protein_coding	+	48.4	42.35	Speckle	23.75	19.12	Speckle
ENSG00000130940.14	CASZ1	protein_coding	-	4.14	3.62	Speckle	0.11	0.09	Interior_Act1
ENSG00000130943.6	PKDREJ	protein_coding	-	0.02	0.02	Interior_Act2	0.02	0.02	Interior_Act2
ENSG00000130948.10	HSD17B3	protein_coding	-	0	0	Interior_Act1	0.06	0.05	Interior_Repr2
ENSG00000130950.13	NUTM2F	protein_coding	-	0.1	0.09	Interior_Act1	0	0	Interior_Repr2
ENSG00000130956.13	HABP4	protein_coding	+	6.02	5.27	Interior_Act1	7.83	6.3	Interior_Act1
ENSG00000130957.4	FBP2	protein_coding	-	0	0	Interior_Act1	0	0	Interior_Repr2
ENSG00000130958.12	SLC35D2	protein_coding	-	6.17	5.4	Interior_Act1	8.48	6.83	Interior_Repr2
ENSG00000130962.17	PRRG1	protein_coding	+	5.48	4.8	Interior_Repr1	2.76	2.22	Interior_Repr1
ENSG00000130985.16	UBA1	protein_coding	+	167.98	146.99	Speckle	129.05	103.86	Speckle
ENSG00000130988.12	RGN	protein_coding	+	1.69	1.48	Speckle	2.64	2.13	Speckle
ENSG00000130997.16	POLN	protein_coding	-	0.79	0.69	Speckle	6.66	5.36	Speckle
ENSG00000131013.3	PPIL4	protein_coding	-	17.82	15.59	Interior_Act1	17.93	14.43	Interior_Act1
ENSG00000131015.4	ULBP2	protein_coding	+	0	0	Interior_Act1	5.06	4.07	Interior_Act1
ENSG00000131016.16	AKAP12	protein_coding	+	42.52	37.21	Interior_Act1	0.2	0.16	Interior_Repr2
ENSG00000131018.22	SYNE1	protein_coding	-	2.97	2.6	Lamina	48.01	38.63	Interior_Act3
ENSG00000131019.10	ULBP3	protein_coding	-	2.25	1.97	Interior_Act3	1.73	1.39	Interior_Repr1
ENSG00000131023.12	LATS1	protein_coding	-	11.64	10.19	Interior_Act1	4.34	3.49	Interior_Act1
ENSG00000131037.14	EPS8L1	protein_coding	+	16.23	14.21	Interior_Act2	0.14	0.11	Interior_Act2
ENSG00000131042.14	LILRB2	protein_coding	-	0	0	Interior_Act2	0	0	Interior_Act2
ENSG00000131043.11	AAR2	protein_coding	+	13.68	11.97	Speckle	16.55	13.32	Speckle
ENSG00000131044.17	TTLL9	protein_coding	+	0	0	Interior_Act2	0.09	0.07	Speckle
ENSG00000131050.10	BPIFA2	protein_coding	+	0	0	Interior_Act2	0	0	Interior_Act2
ENSG00000131051.22	RBM39	protein_coding	-	117.34	102.68	Speckle	277.11	223.01	Speckle
ENSG00000131055.4	COX4I2	protein_coding	+	0	0	Interior_Act2	0	0	Interior_Act2
ENSG00000131059.11	BPIFA3	protein_coding	+	0	0	Interior_Act2	0	0	Interior_Act2
ENSG00000131061.13	ZNF341	protein_coding	+	3.42	2.99	Speckle	3.35	2.69	Speckle
ENSG00000131067.16	GGT7	protein_coding	-	13.68	11.97	Speckle	15.29	12.31	Speckle
ENSG00000131068.3	DEFB118	protein_coding	+	0	0	Near_Lm1	0	0	Near_Lm1
ENSG00000131069.19	ACSS2	protein_coding	+	9.49	8.3	Speckle	17.76	14.29	Speckle
ENSG00000131080.14	EDA2R	protein_coding	-	2.69	2.35	Near_Lm1	15.75	12.67	Interior_Repr2
ENSG00000131089.15	ARHGEF9	protein_coding	-	15.43	13.5	Near_Lm1	14.19	11.42	Interior_Repr1
ENSG00000131094.3	C1QL1	protein_coding	-	4.06	3.56	Speckle	0.15	0.12	Speckle
ENSG00000131095.12	GFAP	protein_coding	-	0.72	0.63	Speckle	0	0	Speckle
ENSG00000131096.10	PYY	protein_coding	-	0.5	0.44	Speckle	0	0	Speckle
ENSG00000131097.6	HIGD1B	protein_coding	+	0	0	Speckle	0	0	Speckle
ENSG00000131100.12	ATP6V1E1	protein_coding	-	47.32	41.41	Near_Lm1	89.09	71.7	Interior_Act2
ENSG00000131115.15	ZNF227	protein_coding	+	12.84	11.23	Near_Lm1	2.77	2.23	Interior_Act1
ENSG00000131116.11	ZNF428	protein_coding	-	8.96	7.84	Interior_Act2	28.94	23.29	Speckle
ENSG00000131126.18	TEX101	protein_coding	+	0	0	Interior_Act2	0	0	Speckle
ENSG00000131127.13	ZNF141	protein_coding	+	27.25	23.85	Interior_Act2	1.8	1.45	Interior_Repr1
ENSG00000131142.13	CCL25	protein_coding	+	0.12	0.11	Speckle	0.98	0.79	Interior_Act2
ENSG00000131143.8	COX4I1	protein_coding	+	271.97	237.99	Speckle	505.29	406.65	Speckle
ENSG00000131148.8	EMC8	protein_coding	-	28.01	24.51	Speckle	14.78	11.89	Speckle
ENSG00000131149.18	GSE1	protein_coding	+	35.22	30.82	Speckle	25.01	20.13	Speckle
ENSG00000131152.4	AC010531.1	protein_coding	-	0	0	Speckle	0	0	Speckle
ENSG00000131153.8	GINS2	protein_coding	-	31.73	27.77	Speckle	0.9	0.73	Speckle
ENSG00000131165.14	CHMP1A	protein_coding	-	34.6	30.28	Speckle	35.01	28.17	Speckle
ENSG00000131171.12	SH3BGRL	protein_coding	+	26.61	23.29	Near_Lm2	71.61	57.63	Interior_Repr2
ENSG00000131174.5	COX7B	protein_coding	+	143.78	125.82	Interior_Repr1	267.47	215.25	Interior_Act1
ENSG00000131183.10	SLC34A1	protein_coding	+	0	0	Speckle	0	0	Speckle
ENSG00000131187.9	F12	protein_coding	-	3.5	3.06	Speckle	0.19	0.15	Speckle
ENSG00000131188.11	PRR7	protein_coding	+	4.29	3.75	Speckle	4.61	3.71	Speckle
ENSG00000131196.17	NFATC1	protein_coding	+	3.52	3.08	Interior_Act1	0.46	0.37	Interior_Act2
ENSG00000131203.12	IDO1	protein_coding	+	38.24	33.46	Interior_Repr1	0	0	Near_Lm2
ENSG00000131233.9	GJA9	protein_coding	-	0	0	Speckle	0	0	Interior_Repr1
ENSG00000131236.16	CAP1	protein_coding	+	158.59	138.78	Speckle	156.87	126.25	Interior_Act1
ENSG00000131238.17	PPT1	protein_coding	-	80.66	70.59	Speckle	28.25	22.73	Interior_Act1
ENSG00000131242.17	RAB11FIP4	protein_coding	+	28.55	24.98	Interior_Act2	0.35	0.28	Speckle
ENSG00000131263.12	RLIM	protein_coding	-	18.59	16.27	Interior_Repr1	4.95	3.99	Interior_Repr1
ENSG00000131264.3	CDX4	protein_coding	+	1.39	1.22	Interior_Act2	0	0	Interior_Repr2
ENSG00000131269.16	ABCB7	protein_coding	-	23.23	20.33	Interior_Repr1	4.68	3.77	Interior_Repr2
ENSG00000131323.14	TRAF3	protein_coding	+	6.49	5.68	Speckle	3.98	3.2	Speckle
ENSG00000131351.14	HAUS8	protein_coding	-	12.45	10.9	Speckle	5.65	4.54	Speckle
ENSG00000131355.14	ADGRE3	protein_coding	-	0	0	Interior_Act2	0	0	Near_Lm1
ENSG00000131368.7	MRPS25	protein_coding	-	30.36	26.57	Interior_Act1	33.31	26.81	Interior_Act1
ENSG00000131370.15	SH3BP5	protein_coding	-	5.22	4.57	Interior_Act1	16.47	13.25	Interior_Act1
ENSG00000131373.14	HACL1	protein_coding	-	24.69	21.6	Interior_Act1	10.3	8.29	Interior_Act1
ENSG00000131374.14	TBC1D5	protein_coding	-	12.28	10.75	Lamina	6.74	5.42	Interior_Act3
ENSG00000131375.9	CAPN7	protein_coding	+	7.11	6.22	Interior_Act1	15.66	12.6	Interior_Act1
ENSG00000131378.13	RFTN1	protein_coding	-	3.61	3.16	Interior_Act3	34.75	27.96	Interior_Act1
ENSG00000131379.9	C3orf20	protein_coding	+	0.03	0.03	Interior_Act1	0	0	Interior_Repr1
ENSG00000131381.12	RBSN	protein_coding	-	10.76	9.42	Interior_Act1	4.44	3.58	Interior_Act1
ENSG00000131386.18	GALNT15	protein_coding	+	0.02	0.02	Interior_Act3	0.91	0.73	Interior_Act1
ENSG00000131389.17	SLC6A6	protein_coding	+	77.32	67.66	Interior_Act1	19.28	15.51	Interior_Repr1
ENSG00000131398.13	KCNC3	protein_coding	-	3.89	3.41	Interior_Act2	0.05	0.04	Interior_Act2
ENSG00000131400.7	NAPSA	protein_coding	-	0.38	0.33	Interior_Act2	0.74	0.59	Interior_Act2
ENSG00000131408.13	NR1H2	protein_coding	+	21.65	18.95	Interior_Act2	51.84	41.72	Interior_Act2
ENSG00000131409.12	LRRC4B	protein_coding	-	7.19	6.3	Interior_Act2	0.06	0.05	Interior_Act2
ENSG00000131435.12	PDLIM4	protein_coding	+	5.73	5.01	Interior_Act3	24.2	19.47	Interior_Act1
ENSG00000131437.15	KIF3A	protein_coding	-	7.04	6.16	Interior_Act1	6.68	5.38	Interior_Act1
ENSG00000131446.16	MGAT1	protein_coding	-	41.32	36.16	Interior_Act2	64.14	51.62	Interior_Repr1
ENSG00000131459.12	GFPT2	protein_coding	-	76.86	67.26	Speckle	1.87	1.5	Interior_Repr1
ENSG00000131462.7	TUBG1	protein_coding	+	58.78	51.44	Speckle	53.82	43.31	Speckle
ENSG00000131467.10	PSME3	protein_coding	+	120.22	105.2	Speckle	40.11	32.28	Speckle
ENSG00000131469.14	RPL27	protein_coding	+	759.54	664.66	Speckle	1803.83	1451.7	Speckle
ENSG00000131470.14	PSMC3IP	protein_coding	-	11.76	10.29	Speckle	3.12	2.51	Speckle
ENSG00000131471.6	AOC3	protein_coding	+	1.46	1.27	Speckle	0.32	0.26	Speckle
ENSG00000131473.16	ACLY	protein_coding	-	211.16	184.78	Speckle	58.63	47.19	Speckle
ENSG00000131475.6	VPS25	protein_coding	+	47.34	41.43	Speckle	58.62	47.17	Speckle
ENSG00000131477.10	RAMP2	protein_coding	+	7.17	6.28	Speckle	0.28	0.23	Speckle
ENSG00000131480.8	AOC2	protein_coding	+	2.26	1.98	Speckle	1.43	1.15	Speckle
ENSG00000131482.9	G6PC	protein_coding	+	0	0	Speckle	0	0	Speckle
ENSG00000131495.8	NDUFA2	protein_coding	-	41.39	36.22	Interior_Act1	53.56	43.11	Interior_Act1
ENSG00000131503.20	ANKHD1	protein_coding	+	57.83	50.6	Interior_Act1	21.88	17.61	Interior_Act1
ENSG00000131504.16	DIAPH1	protein_coding	-	61.41	53.73	Interior_Act1	22.58	18.17	Interior_Act1
ENSG00000131507.10	NDFIP1	protein_coding	+	14.55	12.73	Interior_Act1	27.82	22.39	Interior_Act1
ENSG00000131508.15	UBE2D2	protein_coding	+	108.87	95.27	Interior_Act1	43.58	35.07	Interior_Act1
ENSG00000131558.14	EXOC4	protein_coding	+	36.13	31.62	Interior_Repr2	10.71	8.62	Interior_Act3
ENSG00000131584.18	ACAP3	protein_coding	-	15.18	13.29	Speckle	51.42	41.38	Speckle
ENSG00000131591.17	C1orf159	protein_coding	-	5.87	5.14	Interior_Act2	9.36	7.53	Speckle
ENSG00000131620.17	ANO1	protein_coding	+	2.66	2.33	Speckle	0	0	Interior_Act2
ENSG00000131626.18	PPFIA1	protein_coding	+	39.49	34.55	Speckle	15.01	12.08	Interior_Act2
ENSG00000131634.13	TMEM204	protein_coding	+	0	0	Speckle	15.16	12.2	Speckle
ENSG00000131650.13	KREMEN2	protein_coding	+	3.57	3.13	Speckle	0	0	Speckle
ENSG00000131652.13	THOC6	protein_coding	+	42.17	36.9	Speckle	16.71	13.45	Speckle
ENSG00000131653.12	TRAF7	protein_coding	+	79.24	69.34	Speckle	33.22	26.74	Speckle
ENSG00000131668.13	BARX1	protein_coding	-	1.42	1.24	Interior_Act1	0	0	Interior_Repr2
ENSG00000131669.9	NINJ1	protein_coding	-	15.16	13.27	Interior_Act1	38.25	30.78	Interior_Repr1
ENSG00000131686.14	CA6	protein_coding	+	0	0	Speckle	0	0	Speckle
ENSG00000131697.17	NPHP4	protein_coding	-	7.51	6.57	Interior_Act2	4.62	3.72	Interior_Repr1
ENSG00000131711.14	MAP1B	protein_coding	+	64.17	56.16	Interior_Act1	17.53	14.11	Interior_Act1
ENSG00000131721.5	RHOXF2	protein_coding	+	0	0	Interior_Act3	0	0	Interior_Repr1
ENSG00000131724.10	IL13RA1	protein_coding	+	5.04	4.41	Interior_Act3	16.95	13.64	Interior_Act1
ENSG00000131725.13	WDR44	protein_coding	+	9.21	8.06	Interior_Act3	3.6	2.89	Interior_Act1
ENSG00000131730.15	CKMT2	protein_coding	+	1.31	1.15	Interior_Act3	0	0	Interior_Repr2
ENSG00000131732.11	ZCCHC9	protein_coding	+	18.05	15.8	Interior_Act3	16.49	13.27	Interior_Repr2
ENSG00000131737.5	KRT34	protein_coding	-	0	0	Interior_Act2	118.26	95.17	Speckle
ENSG00000131738.10	KRT33B	protein_coding	-	0	0	Interior_Act2	0.64	0.52	Speckle
ENSG00000131746.12	TNS4	protein_coding	-	0.11	0.1	Speckle	0.04	0.03	Speckle
ENSG00000131747.14	TOP2A	protein_coding	-	156.16	136.65	Speckle	7.71	6.21	Speckle
ENSG00000131748.15	STARD3	protein_coding	+	25.54	22.35	Speckle	25.98	20.91	Speckle
ENSG00000131759.17	RARA	protein_coding	+	8.88	7.77	Speckle	35.75	28.77	Speckle
ENSG00000131771.13	PPP1R1B	protein_coding	+	5.73	5.02	Speckle	0.15	0.12	Speckle
ENSG00000131773.13	KHDRBS3	protein_coding	+	18.78	16.43	Interior_Repr1	16	12.88	Interior_Repr2
ENSG00000131778.18	CHD1L	protein_coding	+	27.5	24.07	Near_Lm1	12.02	9.68	Near_Lm1
ENSG00000131779.10	PEX11B	protein_coding	-	4.89	4.28	Near_Lm1	18.98	15.28	Speckle
ENSG00000131781.12	FMO5	protein_coding	-	0.18	0.15	Near_Lm1	0.58	0.46	Near_Lm1
ENSG00000131788.15	PIAS3	protein_coding	-	19.68	17.22	Near_Lm1	54.8	44.1	Speckle
ENSG00000131791.7	PRKAB2	protein_coding	-	10.13	8.86	Near_Lm1	5.19	4.18	Near_Lm1
ENSG00000131808.10	FSHB	protein_coding	+	0	0	Lamina	0.07	0.06	Lamina
ENSG00000131828.13	PDHA1	protein_coding	+	120.68	105.6	Interior_Act1	113.46	91.31	Interior_Repr1
ENSG00000131831.17	RAI2	protein_coding	-	1.05	0.92	Interior_Act1	0	0	Interior_Repr2
ENSG00000131844.15	MCCC2	protein_coding	+	38.48	33.68	Interior_Act1	9.54	7.68	Interior_Act3
ENSG00000131845.14	ZNF304	protein_coding	+	5.66	4.95	Interior_Act2	2.96	2.38	Interior_Act1
ENSG00000131848.9	ZSCAN5A	protein_coding	-	5.92	5.18	Interior_Act2	1.16	0.94	Interior_Repr1
ENSG00000131849.11	ZNF132	protein_coding	-	1.03	0.9	Speckle	1.56	1.26	Speckle
ENSG00000131864.10	USP29	protein_coding	+	0	0	Near_Lm1	0	0	Interior_Repr1
ENSG00000131871.14	SELENOS	protein_coding	-	24.68	21.6	Interior_Repr2	42.95	34.57	Interior_Repr1
ENSG00000131873.6	CHSY1	protein_coding	-	32.59	28.52	Interior_Act1	5.87	4.72	Interior_Act1
ENSG00000131876.16	SNRPA1	protein_coding	-	118.54	103.73	Interior_Repr2	24.92	20.05	Interior_Repr1
ENSG00000131899.10	LLGL1	protein_coding	+	38.27	33.49	Speckle	13.69	11.02	Speckle
ENSG00000131910.4	NR0B2	protein_coding	-	0	0	Speckle	0	0	Speckle
ENSG00000131914.10	LIN28A	protein_coding	+	798.07	698.38	Speckle	0	0	Speckle
ENSG00000131931.8	THAP1	protein_coding	-	8.17	7.15	Interior_Act2	3.46	2.79	Interior_Act1
ENSG00000131941.7	RHPN2	protein_coding	-	16.7	14.62	Interior_Act2	1.34	1.08	Interior_Act2
ENSG00000131943.17	C19orf12	protein_coding	-	6.4	5.6	Interior_Act2	15.48	12.46	Interior_Act2
ENSG00000131944.9	FAAP24	protein_coding	+	2.25	1.97	Interior_Act2	1.69	1.36	Interior_Act2
ENSG00000131951.11	LRRC9	protein_coding	+	0.45	0.4	Near_Lm2	0	0	Near_Lm2
ENSG00000131966.13	ACTR10	protein_coding	+	18.59	16.26	Interior_Repr1	74.69	60.11	Interior_Act2
ENSG00000131969.14	ABHD12B	protein_coding	+	54.77	47.93	Interior_Act1	0	0	Interior_Act2
ENSG00000131979.18	GCH1	protein_coding	-	4.23	3.7	Interior_Act1	0	0	Interior_Act2
ENSG00000131981.15	LGALS3	protein_coding	+	5.23	4.57	Interior_Act1	150.09	120.79	Interior_Act2
ENSG00000132000.12	PODNL1	protein_coding	-	0.83	0.72	Speckle	42.49	34.2	Speckle
ENSG00000132002.7	DNAJB1	protein_coding	-	33.75	29.53	Interior_Act2	60.62	48.79	Speckle
ENSG00000132003.9	ZSWIM4	protein_coding	+	16.72	14.63	Speckle	8.24	6.63	Speckle
ENSG00000132004.12	FBXW9	protein_coding	-	5.78	5.06	Speckle	4.91	3.95	Speckle
ENSG00000132005.8	RFX1	protein_coding	-	9.15	8	Speckle	3.53	2.84	Speckle
ENSG00000132010.15	ZNF20	protein_coding	-	4.83	4.22	Interior_Act2	0.79	0.64	Interior_Act1
ENSG00000132016.11	C19orf57	protein_coding	-	2.53	2.21	Speckle	1.1	0.88	Speckle
ENSG00000132017.10	DCAF15	protein_coding	+	36.89	32.28	Speckle	21.62	17.4	Speckle
ENSG00000132024.17	CC2D1A	protein_coding	+	17.73	15.52	Speckle	42.74	34.39	Speckle
ENSG00000132026.13	RTBDN	protein_coding	-	2.59	2.27	Speckle	0	0	Speckle
ENSG00000132031.12	MATN3	protein_coding	-	5.32	4.65	Interior_Act3	0.53	0.43	Interior_Act1
ENSG00000132109.9	TRIM21	protein_coding	-	8.95	7.83	Interior_Repr2	8.03	6.46	Interior_Repr2
ENSG00000132122.11	SPATA6	protein_coding	-	9.23	8.07	Near_Lm2	0.96	0.77	Interior_Repr2
ENSG00000132128.16	LRRC41	protein_coding	-	19.74	17.27	Speckle	41.47	33.38	Speckle
ENSG00000132141.13	CCT6B	protein_coding	-	0.71	0.62	Near_Lm1	1.6	1.29	Near_Lm1
ENSG00000132153.14	DHX30	protein_coding	+	52.57	46	Speckle	25.53	20.55	Speckle
ENSG00000132155.11	RAF1	protein_coding	-	55.41	48.49	Interior_Act1	35.66	28.7	Interior_Act1
ENSG00000132164.9	SLC6A11	protein_coding	+	0.42	0.37	Interior_Repr1	0	0	Interior_Repr1
ENSG00000132170.20	PPARG	protein_coding	+	0.06	0.05	Interior_Repr2	1.43	1.15	Interior_Repr2
ENSG00000132182.11	NUP210	protein_coding	-	28.82	25.22	Interior_Act1	0.06	0.04	Interior_Repr1
ENSG00000132185.16	FCRLA	protein_coding	+	0	0	Interior_Repr2	1	0.81	Interior_Act1
ENSG00000132196.14	HSD17B7	protein_coding	+	20.29	17.75	Interior_Repr2	0.99	0.8	Interior_Act1
ENSG00000132199.19	ENOSF1	protein_coding	-	14.16	12.39	Interior_Repr1	19.38	15.6	Interior_Act2
ENSG00000132205.10	EMILIN2	protein_coding	+	4.03	3.53	Interior_Repr1	5.15	4.14	Interior_Act2
ENSG00000132207.17	SLX1A	protein_coding	+	19.79	17.32	Interior_Act2	18.64	15	Speckle
ENSG00000132254.12	ARFIP2	protein_coding	-	26.16	22.89	Interior_Act1	66.5	53.51	Interior_Act1
ENSG00000132256.18	TRIM5	protein_coding	-	19.08	16.7	Interior_Repr2	9.07	7.3	Interior_Repr2
ENSG00000132259.12	CNGA4	protein_coding	+	0.05	0.05	Interior_Repr2	0.1	0.08	Interior_Repr1
ENSG00000132274.15	TRIM22	protein_coding	+	30.09	26.34	Interior_Repr2	71.79	57.78	Interior_Repr2
ENSG00000132275.10	RRP8	protein_coding	-	8.02	7.01	Interior_Repr2	10.09	8.12	Interior_Act1
ENSG00000132286.11	TIMM10B	protein_coding	+	20.52	17.95	Interior_Act1	12.77	10.28	Interior_Act1
ENSG00000132294.14	EFR3A	protein_coding	+	33.7	29.49	Interior_Act3	13.28	10.69	Interior_Repr2
ENSG00000132297.11	HHLA1	protein_coding	-	16.19	14.17	Interior_Repr2	0.04	0.03	Interior_Repr2
ENSG00000132300.18	PTCD3	protein_coding	+	103.23	90.33	Speckle	36.94	29.73	Interior_Act1
ENSG00000132305.20	IMMT	protein_coding	-	55.06	48.18	Speckle	35.62	28.67	Interior_Act1
ENSG00000132313.14	MRPL35	protein_coding	+	22.7	19.86	Speckle	21.87	17.6	Interior_Act1
ENSG00000132321.16	IQCA1	protein_coding	-	2.65	2.32	Interior_Act2	0	0	Interior_Repr2
ENSG00000132323.8	ILKAP	protein_coding	-	18.14	15.88	Speckle	20.28	16.32	Interior_Act1
ENSG00000132326.11	PER2	protein_coding	-	2.95	2.58	Interior_Act2	3.21	2.59	Interior_Act1
ENSG00000132329.10	RAMP1	protein_coding	+	0.35	0.3	Speckle	7.05	5.68	Interior_Act1
ENSG00000132330.16	SCLY	protein_coding	+	42.4	37.1	Speckle	4.62	3.72	Interior_Act1
ENSG00000132334.16	PTPRE	protein_coding	+	0.29	0.25	Interior_Repr2	0	0	Interior_Repr2
ENSG00000132341.11	RAN	protein_coding	+	1108.06	969.64	Speckle	333.93	268.74	Interior_Repr1
ENSG00000132356.11	PRKAA1	protein_coding	-	17.78	15.55	Interior_Repr1	33.4	26.88	Interior_Act1
ENSG00000132357.13	CARD6	protein_coding	+	0.27	0.24	Interior_Repr1	1.65	1.33	Interior_Act2
ENSG00000132359.14	RAP1GAP2	protein_coding	+	34.23	29.95	Speckle	2.48	2	Interior_Act2
ENSG00000132361.16	CLUH	protein_coding	-	52.94	46.33	Speckle	12.68	10.21	Speckle
ENSG00000132376.19	INPP5K	protein_coding	-	11.28	9.87	Speckle	21.06	16.95	Speckle
ENSG00000132382.14	MYBBP1A	protein_coding	-	80.81	70.71	Speckle	32.89	26.47	Speckle
ENSG00000132383.11	RPA1	protein_coding	+	104.35	91.31	Speckle	13.68	11.01	Speckle
ENSG00000132386.10	SERPINF1	protein_coding	+	22.3	19.52	Speckle	39.26	31.6	Speckle
ENSG00000132388.12	UBE2G1	protein_coding	-	91.03	79.65	Speckle	12.6	10.14	Speckle
ENSG00000132394.10	EEFSEC	protein_coding	+	7.06	6.18	Speckle	7.48	6.02	Speckle
ENSG00000132405.18	TBC1D14	protein_coding	+	25.87	22.63	Interior_Act2	8.75	7.04	Interior_Act2
ENSG00000132406.11	TMEM128	protein_coding	-	9.51	8.32	Speckle	14.51	11.67	Near_Lm1
ENSG00000132423.11	COQ3	protein_coding	-	8.7	7.61	Interior_Act3	3.13	2.52	Interior_Repr2
ENSG00000132424.15	PNISR	protein_coding	-	71.86	62.89	Interior_Act3	111.25	89.53	Interior_Repr2
ENSG00000132429.9	POPDC3	protein_coding	-	2.01	1.76	Interior_Act3	15.82	12.73	Interior_Act3
ENSG00000132432.13	SEC61G	protein_coding	-	76.37	66.83	Near_Lm1	91.56	73.69	Interior_Repr1
ENSG00000132434.9	LANCL2	protein_coding	+	4.96	4.34	Interior_Act2	7.93	6.38	Interior_Act1
ENSG00000132436.11	FIGNL1	protein_coding	-	5.29	4.63	Interior_Repr1	2.28	1.83	Interior_Repr1
ENSG00000132437.17	DDC	protein_coding	-	0	0	Interior_Repr1	0	0	Interior_Repr1
ENSG00000132446.6	FTHL17	protein_coding	-	0	0	Lamina	0	0	Interior_Repr2
ENSG00000132463.13	GRSF1	protein_coding	-	60.29	52.76	Interior_Act3	25.66	20.65	Interior_Act1
ENSG00000132464.11	ENAM	protein_coding	+	0	0	Interior_Act3	0	0	Interior_Act1
ENSG00000132465.10	JCHAIN	protein_coding	-	0	0	Interior_Act3	3.72	2.99	Interior_Act1
ENSG00000132466.18	ANKRD17	protein_coding	-	50.32	44.03	Interior_Act3	14.19	11.42	Interior_Act3
ENSG00000132467.3	UTP3	protein_coding	+	27.53	24.09	Interior_Act3	14.03	11.29	Interior_Act1
ENSG00000132470.13	ITGB4	protein_coding	+	3.01	2.64	Speckle	0.96	0.77	Speckle
ENSG00000132471.11	WBP2	protein_coding	-	38.21	33.43	Speckle	74.08	59.62	Speckle
ENSG00000132475.10	H3F3B	protein_coding	-	431.01	377.17	Speckle	282.23	227.14	Speckle
ENSG00000132478.9	UNK	protein_coding	+	17.86	15.63	Speckle	10.51	8.46	Speckle
ENSG00000132481.6	TRIM47	protein_coding	-	3.41	2.99	Speckle	1.59	1.28	Speckle
